index,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
1394,24,Michel Cluizel,France,2006,Blend,Carre Grand Noir,85,2,4,Bean,Cocoa butter,Vanilla,,,Sugar,,bitter coffee flavor,,,
1395,81,Michel Cluizel,France,2006,Blend,Noir Infini,99,2,4,Bean,Cocoa butter,Vanilla,,,Sugar,,smooth,bold,bitter,
1396,117,Michel Cluizel,France,2007,Venezuela,"Carenero Superior, Concepcion",66,3.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,cocoa,orange,,
1397,135,Michel Cluizel,France,2007,Sao tome,Vila Gracinda,67,3.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,creamy,smoke,raspberry,
1398,963,Michel Cluizel,France,2012,Mexico,"Chiapas, Mokaya P.",66,3.75,4,Bean,Cocoa butter,Vanilla,,,Sugar,,raisins,melon,,
1399,2020,Michel Cluizel,France,2017,Colombia,El Jardin,69,3.25,4,Bean,Cocoa butter,Vanilla,,,Sugar,,sandy,earthy,fatty,
1400,2438,Michel Cluizel,France,2019,Guatemala,La Laguna Plantation,70,3.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,dairy,cocoa,fatty,apple
1401,2270,Michel Cluizel,France,2019,Brazil,Riachuelo Plantation,70,3,4,Bean,Cocoa butter,Vanilla,,,Sugar,,sandy,grits,nutty,vanilla
1402,887,Middlebury,U.S.A,2012,Indonesia,"Balinese, Java",70,2.5,4,Bean,Cocoa butter,,,Salt,,Sweetener without sugar,leather,salt,,
1403,887,Middlebury,U.S.A,2012,Bolivia,Alto Beni,75,2,4,Bean,Cocoa butter,,,Salt,,Sweetener without sugar,sticky,cardboard,why bother,
1404,887,Middlebury,U.S.A,2012,Blend,Houseblend,65,1.5,4,Bean,Cocoa butter,,,Salt,,Sweetener without sugar,chemical,salt,wtf,
1405,1117,Middlebury,U.S.A,2013,Belize,Belize,80,3.25,4,Bean,Cocoa butter,,,Salt,Sugar,,strawberry,cream,spice,
1406,1117,Middlebury,U.S.A,2013,Dominican republic,La Red,75,2.5,3,Bean,,,,Salt,,Sweetener without sugar,molassses,palm,spicy,
1407,1490,Middlebury,U.S.A,2015,Dominican republic,Oko Caribe,75,3.75,3,Bean,Cocoa butter,,,,Sugar,,spicy,rich,mint,
1408,1490,Middlebury,U.S.A,2015,Venezuela,"Patanemo, Epoch, Donaldo",75,3.75,3,Bean,Cocoa butter,,,,Sugar,,nutty,grassy,woody,
1409,1490,Middlebury,U.S.A,2015,Belize,Maya Mountain,80,3.5,3,Bean,Cocoa butter,,,,Sugar,,woody,lemon,mild bitter,
1410,1490,Middlebury,U.S.A,2015,Trinidad,San Juan Estate,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,black pepper,dairy,,
1411,1538,Middlebury,U.S.A,2015,Nicaragua,"Matagalpa, Cacao Bisiesto",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,rum,herbal,rich,
1412,1538,Middlebury,U.S.A,2015,Tanzania,Kokoa Kamili,75,3.25,3,Bean,Cocoa butter,,,,Sugar,,banana,melon,fatty,
1413,2112,Mike & Becky,Belgium,2018,Belize,"San Jose, Toledo, 2017 harvest",70,3.5,3,Bean,Cocoa butter,,,,Sugar,,grape,cocoa,,
1414,2112,Mike & Becky,Belgium,2018,India,Idukki,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,candy spices,sweet,,
1415,2114,Mike & Becky,Belgium,2018,Peru,"Maranon, 2017 harvest",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,complex,true to origin,,
1416,2112,Mike & Becky,Belgium,2018,Dominican republic,"Oko Caribe, hispaniola, 2017 harvest",70,3,3,Bean,Cocoa butter,,,,Sugar,,fatty,simple,,
1417,825,Millcreek Cacao Roasters,U.S.A,2012,Ecuador,Ecuador,70,3.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,wine,brownie batter,,
1418,1073,Millcreek Cacao Roasters,U.S.A,2013,Ecuador,Ecuador,70,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,unrefined,burnt nuts,vanilla,
1419,2346,Millesime,Belgium,2019,Ecuador,"Los Rios, Arriba, 2017 Harvest",70,3,3,Bean,Cocoa butter,,,,Sugar,,sandy,nutmeg,astringent,
1420,2346,Millesime,Belgium,2019,India,"Kaithapara Village, Idukki, Kerala, 2017 H.",74,3,3,Bean,Cocoa butter,,,,Sugar,,dry,sandy,empty,sweet
1421,2346,Millesime,Belgium,2019,Brazil,"Fazenda Leolinad, Bahia, 2017 H.",76,3,3,Bean,Cocoa butter,,,,Sugar,,dry,sandy,dirt,empty
1422,2214,Milton,Japan,2018,Peru,"Piura Gran Blanco, Sisyu & Kiriyana Phoenix",70,3.75,2,Bean,,,,,Sugar,,grape,thick,chewy,
1423,2210,Milton,Japan,2018,Madagascar,Ambanja,70,3.5,2,Bean,,,,,Sugar,,cocoa,mild pear,sticky,
1424,2214,Milton,Japan,2018,Vietnam,Ben Tre,70,3.25,2,Bean,,,,,Sugar,,cocounut,late sour,,
1425,2214,Milton,Japan,2018,Brazil,Bahia,70,3,2,Bean,,,,,Sugar,,intense,sour,hammy,
1426,607,Mindo,U.S.A,2010,Ecuador,Ecuador,77,2.75,3,Bean,Cocoa butter,,,,Sugar,,dry,coffee notes from roaster,,
1427,2382,Mindo,U.S.A,2019,Ecuador,"Ecuador, lot# 181220",67,2.75,3,Bean,Cocoa butter,,,,Sugar,,sandy,harsh,floral,
1428,1920,Minimal,Japan,2016,Haiti,"Acul-du-Nord, 2015",70,3.5,2,Bean,,,,,Sugar,,gritty,sweet,earty,
1429,1960,Mirzam,U.a.e.,2017,Vietnam,Vietnam,65,3.5,2,Bean,,,,,Sugar,,slight grainy,roasty,spicy,
1430,1960,Mirzam,U.a.e.,2017,Madagascar,Madagascar,72,3.25,2,Bean,,,,,Sugar,,tangy,roasty,ham,
1431,1960,Mirzam,U.a.e.,2017,Papua new guinea,Papua New Guinea,72,3,2,Bean,,,,,Sugar,,few grits,intense smoke,,
1432,2370,Mirzam,U.a.e.,2019,Tanzania,Kokoa Kamili,72,3.75,3,Bean,Cocoa butter,,,,Sugar,,complex,fruit,nut,rich
1433,2458,Misina,Czech republic,2020,Vietnam,Vietnam,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,sour fig,cocoa,creamy,fatty
1434,1626,Mission,Brazil,2015,Brazil,"Bahia, Fazenda Venturosa",70,3.5,2,Bean,,,,,Sugar,,coarse,smokey,citrus,
1435,1880,Mission,Brazil,2016,Brazil,"Fazenda Camboa, Bahia",75,3.75,2,Bean,,,,,Sugar,,sticky,blackberry,acidic,
1436,2354,Mission,Brazil,2019,Puerto rico,"Puerto Rico, 2018 harvest",70,3,3,Bean,Cocoa butter,,,,Sugar,,powdery,intense,floral,
1437,607,Moho,U.S.A,2010,Belize,"Umoho R., Toledo District, San Felipe",67,2.75,3,Bean,Cocoa butter,,,,Sugar,,rough,sweet,dairy,vanilla
1438,1026,Moho,U.S.A,2013,Belize,"Toledo District, with nibs",73,3.25,3,Bean,Cocoa butter,,,,Sugar,,basic cocoa,,,
1439,1030,Moho,U.S.A,2013,Belize,Toledo District,72,3,3,Bean,Cocoa butter,,,,Sugar,,strawberry,blueberry,,
1440,2170,Moka,U.S.A,2018,Cameroon,"Kombone Village, 2018 Harvest",68,3,2,Bean,,,,,Sugar,,earthy,,,
1441,2198,Moka,U.S.A,2018,Brazil,Brazil,72,2.5,3,Bean,Cocoa butter,,,,Sugar,,dirty,rubbery,spicy,
1442,2450,Moka,U.S.A,2019,Tanzania,Kokoa Kamili,72,3.75,2,Bean,,,,,Sugar,,cocoa,fig,classic,
1443,2338,Moka,U.S.A,2019,Dominican republic,Zorzal Estate,70,3.5,2,Bean,,,,,Sugar,,dark berry,earthy,,
1444,2350,Moka,U.S.A,2019,Sierra leone,Gola Rainforest,72,3,3,Bean,Cocoa butter,,,,Sugar,,roasty,honey,sweet,
1445,1618,Molucca,U.S.A,2015,Peru,Peru,70,3.25,2,Bean,,,,,Sugar,,dry,nutty,fruity,
1446,1614,Molucca,U.S.A,2015,Dominican republic,La Red,70,3,2,Bean,,,,,Sugar,,overly intense,tart,red fruit,
1447,1618,Molucca,U.S.A,2015,Indonesia,Indonesia,70,2.75,2,Bean,,,,,Sugar,,intense,smokey,floral,
1448,661,Momotombo,Nicaragua,2011,Nicaragua,Matagalpa,70,2.75,2,Bean,,,,,Sugar,,unrefined,hay,sweet,
1449,661,Momotombo,Nicaragua,2011,Nicaragua,Mombacho,70,2.75,2,Bean,,,,,Sugar,,unrefined,bright berry,sweet,
1450,2142,Momotombo,Nicaragua,2018,Nicaragua,Nueva Waslala,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,fatty,floral,spicy,
1451,1812,Monarque,Canada,2016,Dominican republic,Oko Caribe,72,3.5,2,Bean,,,,,Sugar,,earthy,spicy,cocoa,
1452,2222,Monsoon,U.S.A,2018,Mexico,Chiapas,70,3.25,3,Bean,Cocoa butter,,,,Sugar,,chalky,powdery,molasses,
1453,2490,MUCHO,Mexico,2020,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas",70,3,3,Bean,Cocoa butter,,,,Sugar,,light color,spicy,sweet,sour
1454,1462,Muchomas (Mesocacao),U.S.A,2015,Nicaragua,Nicaragua,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,grassy,spicy,sweet,
1455,1462,Muchomas (Mesocacao),U.S.A,2015,Nicaragua,Nicaragua,80,3.5,3,Bean,Cocoa butter,,,,Sugar,,sweet,rich,,
1456,2190,Musee du Chocolat Theobroma,Japan,2018,Venezuela,Chuao,70,3.5,2,Bean,,,,,Sugar,,Fruity,Roasty,,
1457,1900,Mutari,U.S.A,2016,Vietnam,"Tien Giang, batch 1 SRB",80,3,2,Bean,,,,,Sugar,,gritty,tart,molasses,
1458,1896,Mutari,U.S.A,2016,Dominican republic,"Oko Caribe, batch 1 SRB",71,2.75,2,Bean,,,,,Sugar,,gritty,sweet,earthy,
1459,1896,Mutari,U.S.A,2016,Tanzania,"Kokoa Kamili, batch 1 SRB",68,2.75,2,Bean,,,,,Sugar,,dry,earthy,atypical,
1460,1900,Mutari,U.S.A,2016,Madagascar,"Ambanja, batch 1 SRB",68,2.75,2,Bean,,,,,Sugar,,sweet,molasses,gritty,
1461,1049,Nahua,Costa rica,2013,Costa rica,"Costa Rica, Oscuro",70,3,3,Bean,Cocoa butter,,,,Sugar,,earthy,spicy,cocoa,
1462,1049,Nahua,Costa rica,2013,Costa rica,"Costa Rica, Oscuro",58,2.5,3,Bean,Cocoa butter,,,,Sugar,,too sweet,earthy,off notes,
1463,867,Naive,Lithuania,2012,Grenada,Grenada,71,2.5,4,Bean,Cocoa butter,Vanilla,,,Sugar,,sandy,oranges,,
1464,1046,Naive,Lithuania,2013,Blend,Trinidad & Tobago,70,3.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,sandy,floral,spice,roasty
1465,1133,Naive,Lithuania,2013,Peru,"Maranon Canyon, Fortunato No. 4",78,3.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,orange,floral,caramel,
1466,1379,Naive,Lithuania,2014,Nicaragua,Nicaragua,70,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,sandy,intense,tropical fruit,
1467,1399,Naive,Lithuania,2014,Venezuela,"Barinas, lot 0077",70,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,coarse,sweet,,
1468,1399,Naive,Lithuania,2014,Venezuela,"Chuao, lot 0077",75,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,coarse,sweet,minty,
1469,2418,Naive,Lithuania,2019,El salvador,"Finca Concepcion, nano-lot",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,bold,savory,creamy,
1470,2458,Naive,Lithuania,2019,Nicaragua,"Rugoso, nanolot for Cacao Review",67,2.75,3,Bean,Cocoa butter,,,,Sugar,,strong,rubbery,woody,sweet
1471,1403,Nathan Miller,U.S.A,2014,Ghana,Ghana,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,brownie,toffee,,
1472,1403,Nathan Miller,U.S.A,2014,Dominican republic,Hispaniola,70,2.5,2,Bean,,,,,,Sweetener without sugar,grassy,dirt,mild spice,
1473,1403,Nathan Miller,U.S.A,2014,Madagascar,Madagascar,73.5,2.5,2,Bean,,,,,Sugar,,intense,pungent,sour fruit,
1474,1403,Nathan Miller,U.S.A,2014,Peru,Peru,72,2.25,2,Bean,,,,,Sugar,,metallic,medicinal,pungent,
1475,2060,Nearynogs,Ireland,2018,Dominican republic,"Hispaniola, batch 170308",70,3.25,2,Bean,,,,,Sugar,,dry,sandy,sweet,acidic
1476,24,Neuhaus (Callebaut),Belgium,2006,Venezuela,Ocumare,71,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,pastey,complex,coffee,vanilla
1477,15,Neuhaus (Callebaut),Belgium,2006,Sao tome,Sao Tome,75,2.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,grassy,earthy,burnt,
1478,15,Neuhaus (Callebaut),Belgium,2006,Blend,West Africa,73,2,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,non descript,poor aftertaste,,
1479,135,Neuhaus (Callebaut),Belgium,2007,Blend,Dark,73,1,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,pastey,strong off flavor,,
1480,230,Neuhaus (Callebaut),Belgium,2008,Trinidad,Manickchand Estate,67,3.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,complex,intense banana,,
1481,531,Neuhaus (Callebaut),Belgium,2010,Papua new guinea,Papua New Guinea,70,2.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,gritty,vanilla,non-descript,
1482,1526,Nibble,U.S.A,2015,Madagascar,"Ambanja, Sambirano Valley",72,3,2,Bean,,,,,Sugar,,molasses,bright fruit,,
1483,1526,Nibble,U.S.A,2015,Peru,Tumbes,72,3,2,Bean,,,,,Sugar,,molasses,malt,raisin,
1484,1526,Nibble,U.S.A,2015,Dominican republic,Elvesia P.,72,2.75,2,Bean,,,,,Sugar,,molasses,rum,tea,
1485,1526,Nibble,U.S.A,2015,Venezuela,Patanemo,72,2.25,2,Bean,,,,,Sugar,,molasses,nut,roasty,bitter
1486,2134,Nibble,U.S.A,2018,Brazil,Bahia,72,3,2,Bean,,,,,Sugar,,notes from sugar,,,
1487,1022,Night Owl,U.S.A,2013,Ecuador,Ecuador,75,3.5,3,Bean,Cocoa butter,,,,Sugar,,single note,spicy,,
1488,1022,Night Owl,U.S.A,2013,Peru,Peru,75,2.75,3,Bean,Cocoa butter,,,,Sugar,,spicy,red fruit,raisins,
1489,2398,Nikoa,Ecuador,2019,Ecuador,"Los Rios, Dec. 2018 H., Batch 2",72,3.75,3,Bean,Cocoa butter,,,,Sugar,,floral,cocoa,creamy,
1490,2142,Nina,Peru,2018,Peru,Chazuta,70,3,3,Bean,Cocoa butter,,,,Sugar,,pungent,grape,sour,
1491,2158,Ninth (9th) & Larkin,U.S.A,2018,Tanzania,"Kokoa Kamili, Kilobmbero batch TK186",72,3,3,Bean,Cocoa butter,,,,Sugar,,sweet,melon notes,,
1492,2174,Ninth (9th) & Larkin,U.S.A,2018,Dominican republic,Oko Caribe,72,3,3,Bean,Cocoa butter,,,,Sugar,,basic cocoa,sour ending,,
1493,2162,Ninth (9th) & Larkin,U.S.A,2018,Vietnam,"Ben Tre, batch VNBT186",72,2.75,3,Bean,Cocoa butter,,,,Sugar,,spicy,vanilla,sweet,
1494,2394,Ninth (9th) & Larkin,U.S.A,2019,Colombia,"Sierra Nevada, batch CSN192",72,3.25,3,Bean,Cocoa butter,,,,Sugar,,strong base cocoa,rubber,,
1495,2282,Ninth (9th) & Larkin,U.S.A,2019,Fiji,"Matasawalevu, batch FJMA1",74,2.75,3,Bean,Cocoa butter,,,,Sugar,,sour,rubbery,off,
1496,1299,Noble Bean aka Jerjobo,U.S.A,2014,Peru,Maranon Canyon,75,3.25,4,Bean,,Vanilla,Lecithin,,,Sweetener without sugar,roasty,mild orange,,
1497,1295,Noble Bean aka Jerjobo,U.S.A,2014,Ghana,Ghana,75,3,4,Bean,,Vanilla,Lecithin,,,Sweetener without sugar,nutty,high roast,spice,
1498,1299,Noble Bean aka Jerjobo,U.S.A,2014,Belize,Moho Valley,75,3,4,Bean,,Vanilla,Lecithin,,,Sweetener without sugar,coconut,mild metallic,,
1499,935,Nova Monda,Nicaragua,2012,Ecuador,"Punta Galera, cacao Nacional, gold label",80,3.25,2,Bean,,,,,Sugar,,sandy,strawberries,,
1500,931,Nova Monda,Nicaragua,2012,Nicaragua,"La Patriota, cacao Indio, purple label",70,3,2,Bean,,,,,Sugar,,woody,coffee,roasted cherry,
1501,935,Nova Monda,Nicaragua,2012,Nicaragua,"La Dalia, Matagalpa,cacao Bisesto,green label",75,2.75,2,Bean,,,,,Sugar,,fatty,honey,earthy,
1502,1454,Nuance,U.S.A,2015,Ghana,"Ghana, 2013, batch 3581",70,3.75,2,Bean,,,,,Sugar,,rich,cherry,smoke,cocoa
1503,1470,Nuance,U.S.A,2015,Dominican republic,La Red,70,3.75,2,Bean,,,,,Sugar,,rich,mild smoke,red fruit,
1504,1458,Nuance,U.S.A,2015,Madagascar,"Sambirano Valley, 2012, batch 3062",70,3.5,2,Bean,,,,,Sugar,,fruity,sour,high astringent,
1505,1458,Nuance,U.S.A,2015,Venezuela,"Canoabo, 2013, batch 2642",70,3,2,Bean,,,,,Sugar,,intense,slightly burnt,,
1506,1458,Nuance,U.S.A,2015,Ecuador,"Ecuador, 2013",70,2.75,2,Bean,,,,,Sugar,,earthy,roasted nuts,,
1507,2486,Nuance,U.S.A,2020,Vietnam,"Lam Dong, 2016 h., batch 20111",70,3.25,3,Bean,Cocoa butter,,,,Sugar,,spicy,cocoa,hammy,
1508,2486,Nuance,U.S.A,2020,Nigeria,"Akwa Ibom, 2017 h., batch 19762",70,3,3,Bean,Cocoa butter,,,,Sugar,,cocoa,nut,dried fruit,rubbery
1509,1876,Nugali,Brazil,2016,Brazil,Fazenda Leolinda,70,3.5,3,Bean,Cocoa butter,,,,Sugar,,nutty,banana,cocoa,
1510,478,Oakland Chocolate Co.,U.S.A,2010,Jamaica,Jamaica,70,2.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,grassy,vanilla,burnt,
1511,1638,Obolo,Chile,2015,Peru,"Pangoa, with nibs",70,3.75,2,Bean,,,,,Sugar,,creamy,roasty,mild grape,
1512,2386,Obolo,Chile,2019,Peru,"Pangoa, 2018, batch 1584 - E",70,3.75,2,Bean,,,,,Sugar,,intense grapes,sweet cocoa,,
1513,1558,Ocelot,Scotland,2015,Peru,Piura,75,4,3,Bean,Cocoa butter,,,,Sugar,,peanut butter,raspberry,,
1514,1558,Ocelot,Scotland,2015,Congo,Virunga,70,3.75,3,Bean,Cocoa butter,,,,Sugar,,melon,earthy,tobacco,
1515,1411,Ocho,New zealand,2014,Papua new guinea,"PNG, Nib Bar, WAG1",74,3.5,2,Bean,,,,,Sugar,,smokey,intense,coffee,
1516,1411,Ocho,New zealand,2014,Papua new guinea,"PNG, Voodoo, batch 95",88,3.25,2,Bean,,,,,Sugar,,intense,bitter,sour,smokey
1517,1411,Ocho,New zealand,2014,Papua new guinea,"PNG, Revolution, WAG1",70,3,2,Bean,,,,,Sugar,,smoke,sour fruit,hammy,
1518,1411,Ocho,New zealand,2014,Papua new guinea,"PNG, Devotion, batch 96, gogol naru",66,2.75,2,Bean,,,,,Sugar,,smoke,sour fruit,hammy,
1519,1760,Ocho,New zealand,2016,Samoa,Sang Yum Coop,70,3.5,2,Bean,,,,,Sugar,,cocoa,roasty,nutty,
1520,1760,Ocho,New zealand,2016,Samoa,Sang Yum Coop,100,2.75,1,Bean,,,,,,,bitter,intense,nutty,
1521,1598,Ohiyo,U.S.A,2015,Tanzania,Tanzania,70,3,3,Bean,Cocoa butter,,,,Sugar,,sweet,sandy,fruit,pungent
1522,1594,Ohiyo,U.S.A,2015,Trinidad,"San Juan Estate, Gran Couva",70,2.75,3,Bean,Cocoa butter,,,,Sugar,,off notes,sour,roasty,
1523,761,Oialla by Bojessen (Malmo),Germany,2011,Bolivia,"Sylvestre, Oialla",70,3.5,2,Bean,,,,,Sugar,,rich cocoa,one dimensional,,
1524,2142,Oialla by Bojessen (Malmo),Germany,2018,Brazil,Beniano,78,3.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,cherry,acidic,
1525,457,Olive and Sinclair,U.S.A,2009,Blend,"Dark 75, Ghana, Domin. Rep",75,3,3,Bean,Cocoa butter,,,,Sugar,,fatty,cheese,musty,
1526,457,Olive and Sinclair,U.S.A,2009,Blend,"Dark 67, Ghana, Domin. Rep",67,2.75,3,Bean,Cocoa butter,,,,Sugar,,sandy,cheese,sour,
1527,486,Olive and Sinclair,U.S.A,2010,Dominican republic,Dominican Republic prototype,72,3,3,Bean,Cocoa butter,,,,Sugar,,earthy,cheesy,,
1528,486,Olive and Sinclair,U.S.A,2010,Ghana,Ghana prototype,72,3,3,Bean,Cocoa butter,,,,Sugar,,gritty,simple cocoa,burnt,
1529,688,Olivia,Canada,2011,Blend,Carribean-Raw,85,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sticky,berry,bitter,
1530,688,Olivia,Canada,2011,Blend,Carribean,76,2.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,rubber,cocoa,bitter,
1531,688,Olivia,Canada,2011,Blend,Carribean,85,2.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,creamy,medicinal,mint,bitter
1532,688,Olivia,Canada,2011,Blend,Carribean-Raw,76,2,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,intense,medicinal,leathery,
1533,693,Omanhene,Ghana,2011,Ghana,Ghana,80,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,grits,strong vanilla,brownie,
1534,1247,Omnom,Iceland,2014,Madagascar,Madagascar,66,3.5,3,Bean,Cocoa butter,,,,Sugar,,red berry,mild molasses,,
1535,1247,Omnom,Iceland,2014,Papua new guinea,Papua New Guinea,70,3,3,Bean,Cocoa butter,,,,Sugar,,intensely smokey,,,
1536,1816,Omnom,Iceland,2016,Tanzania,"Kakao Kamili, Kilombero Valley",70,3.75,3,Bean,Cocoa butter,,,,Sugar,,sweet,dried fruit,gateway,
1537,2036,Omnom,Iceland,2018,Nicaragua,Nicaragua,73,3,3,Bean,Cocoa butter,,,,Sugar,,intense spice,coarse,,
1538,1165,organicfair,Canada,2013,Dominican republic,Caribe,72,3,3,Bean,Cocoa butter,,,,Sugar,,sandy,cinamon,high roast,
1539,1165,organicfair,Canada,2013,Ecuador,Mindo,72,3,3,Bean,Cocoa butter,,,,Sugar,,spicy,sweet,high roast,
1540,1161,organicfair,Canada,2013,Belize,Maya Mountain,74,2.75,3,Bean,Cocoa butter,,,,Sugar,,sandy,ashey,mild fruit,
1541,1165,organicfair,Canada,2013,Dominican republic,La Red,72,2.75,3,Bean,Cocoa butter,,,,Sugar,,sandy,roasty,fruity,
1542,1165,organicfair,Canada,2013,Nicaragua,Nicaraqua,72,2.75,3,Bean,Cocoa butter,,,,Sugar,,grits,roasty,woody,
1543,2076,organicfair,South africa,2018,Panama,Panama,71,3,3,Bean,Cocoa butter,,,,Sugar,,fatty,bland,some spice,
1544,341,Original Beans (Felchlin),Switzerland,2009,Bolivia,"Alto Beni, Wild Harvest, Itenez R., 60hr c.",68,3.25,3,Bean,Cocoa butter,,,,Sugar,,rich cocoa,bread notes,,
1545,331,Original Beans (Felchlin),Switzerland,2009,Congo,"D.R. Congo, Cru Virunga",70,3,3,Bean,Cocoa butter,,,,Sugar,,vegetable and honey,,,
1546,341,Original Beans (Felchlin),Switzerland,2009,Peru,"Piura, Apotequil, ""Porcelana"" 72hr c.",75,3,3,Bean,Cocoa butter,,,,Sugar,,creamy,sour banana,lemon,
1547,733,Original Beans (Felchlin),Switzerland,2011,Bolivia,"Alto Beni, Wild Harvest, Itenez R. 24hr c.",66,3.75,3,Bean,Cocoa butter,,,,Sugar,,creamy,melon,subtle,
1548,1442,Original Beans (Felchlin),Switzerland,2014,Blend,"Grand Cru Blend No.1, 5 yr. Anniversary Ed",80,3.25,2,Bean,,,,,Sugar,,creamy,mild bitter,coffee,
1549,1438,Original Beans (Felchlin),Switzerland,2014,Papua new guinea,Papua Kerafat,68,2.75,3,Bean,Cocoa butter,,,,Sugar,,fatty,dates,musty,
1550,24,Original Hawaiin Chocolate Factory,U.S.A,2006,U.s.a.,"Hawai'i Island, Kona Estate, Hualalai Mtn",60,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,muddy,pastey,sweet,vanilla
1551,316,Original Hawaiin Chocolate Factory,U.S.A,2009,U.s.a.,"Hawai'i Island, Kona Grand Cru E.",60,3,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,sticky,tobacco,,
1552,859,Orquidea,Peru,2012,Peru,Peru,65,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,dry,banana,molasses,
1553,859,Orquidea,Peru,2012,Peru,Peru,72,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,sandy,molasses,brownie,
1554,266,Pacari,Ecuador,2008,Ecuador,Raw,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,sandy,green,spice,nuts
1555,224,Pacari,Ecuador,2008,Ecuador,Los Rios,72,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,sandy,rubber,spice,floral
1556,224,Pacari,Ecuador,2008,Ecuador,Manabi,65,3,4,Bean,Cocoa butter,,Lecithin,,Sugar,,creamy,sweet,green,
1557,224,Pacari,Ecuador,2008,Ecuador,Esmeraldas,60,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,floral,rubber,vanilla,metallic
1558,721,Pacari,Ecuador,2011,Ecuador,Nube- prototype,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,waxy,sandy,floral,
1559,863,Pacari,Ecuador,2012,Peru,Piura,70,4,4,Bean,Cocoa butter,,Lecithin,,Sugar,,light color,complex,molasses,
1560,817,Pacari,Ecuador,2012,Ecuador,"Ecuador, raw",85,2.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,spice,mostly bitter,,
1561,1415,Pacari,Ecuador,2014,Ecuador,Tangara,70,4,4,Bean,Cocoa butter,,Lecithin,,Sugar,,creamy,spicy,cocoa,
1562,1415,Pacari,Ecuador,2014,Ecuador,Montubia,70,3.75,4,Bean,Cocoa butter,,Lecithin,,Sugar,,creamy,green fruit,candied,
1563,1415,Pacari,Ecuador,2014,Ecuador,Cumbia,70,3.5,4,Bean,Cocoa butter,,Lecithin,,Sugar,,savory,smokey,,
1564,1415,Pacari,Ecuador,2014,Ecuador,Garaua,70,3.25,4,Bean,Cocoa butter,,Lecithin,,Sugar,,floral,green,tannic,
1565,1848,Pacari,Ecuador,2016,Colombia,"Sierra Nevada, Tutu Iku",70,4,4,Bean,Cocoa butter,,Lecithin,,Sugar,,complex,balanced,,
1566,2234,Palet D'Or,Japan,2018,Cuba,Cuba,72,3.75,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,creamy,tobacco,cocoa,
1567,2230,Palet D'Or,Japan,2018,Haiti,Haiti,70,3.5,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,vanilla,sweet,gateway,
1568,2234,Palet D'Or,Japan,2018,Vietnam,Vietnam,72,3.25,5,Bean,Cocoa butter,Vanilla,Lecithin,,Sugar,,molasses,tart,vegetal,
